# Gaussfunctions
#        x,   Gauss 1,   Gauss 2,   Gauss 3
 5.0000000, 0.0000015, 0.0017076, 0.0000000
 5.1000000, 0.0000017, 0.0018002, 0.0000000
 5.2000000, 0.0000015, 0.0019786, 0.0000000
 5.3000000, 0.0000020, 0.0021461, 0.0000000
 5.4000000, 0.0000016, 0.0022922, 0.0000000
 5.5000000, 0.0000020, 0.0022074, 0.0000000
 5.6000000, 0.0000020, 0.0022589, 0.0000000
 5.7000000, 0.0000021, 0.0020350, 0.0000000
 5.8000000, 0.0000024, 0.0020987, 0.0000000
 5.9000000, 0.0000025, 0.0023720, 0.0000000
 6.0000000, 0.0000024, 0.0022939, 0.0000000
 6.1000000, 0.0000026, 0.0025637, 0.0000000
 6.2000000, 0.0000034, 0.0022276, 0.0000000
 6.3000000, 0.0000022, 0.0025670, 0.0000000
 6.4000000, 0.0000033, 0.0023956, 0.0000000
 6.5000000, 0.0000033, 0.0030175, 0.0000000
 6.6000000, 0.0000033, 0.0024379, 0.0000000
 6.7000000, 0.0000035, 0.0025514, 0.0000000
 6.8000000, 0.0000040, 0.0025250, 0.0000000
 6.9000000, 0.0000034, 0.0027168, 0.0000000
 7.0000000, 0.0000038, 0.0024310, 0.0000000
 7.1000000, 0.0000042, 0.0030326, 0.0000000
 7.2000000, 0.0000043, 0.0027895, 0.0000000
 7.3000000, 0.0000046, 0.0033365, 0.0000000
 7.4000000, 0.0000039, 0.0035750, 0.0000000
 7.5000000, 0.0000049, 0.0031609, 0.0000000
 7.6000000, 0.0000045, 0.0033932, 0.0000000
 7.7000000, 0.0000049, 0.0031979, 0.0000000
 7.8000000, 0.0000062, 0.0030610, 0.0000000
 7.9000000, 0.0000070, 0.0039574, 0.0000000
 8.0000000, 0.0000064, 0.0030549, 0.0000000
 8.1000000, 0.0000062, 0.0038296, 0.0000000
 8.2000000, 0.0000058, 0.0038980, 0.0000000
 8.3000000, 0.0000067, 0.0038981, 0.0000000
 8.4000000, 0.0000069, 0.0037765, 0.0000000
 8.5000000, 0.0000066, 0.0039596, 0.0000000
 8.6000000, 0.0000069, 0.0040374, 0.0000000
 8.7000000, 0.0000079, 0.0041039, 0.0000000
 8.8000000, 0.0000078, 0.0041369, 0.0000000
 8.9000000, 0.0000089, 0.0042315, 0.0000000
 9.0000000, 0.0000092, 0.0044549, 0.0000000
 9.1000000, 0.0000106, 0.0050124, 0.0000000
 9.2000000, 0.0000087, 0.0047194, 0.0000000
 9.3000000, 0.0000089, 0.0044818, 0.0000000
 9.4000000, 0.0000114, 0.0046680, 0.0000000
 9.5000000, 0.0000112, 0.0054738, 0.0000000
 9.6000000, 0.0000118, 0.0044946, 0.0000000
 9.7000000, 0.0000127, 0.0050222, 0.0000000
 9.8000000, 0.0000125, 0.0054081, 0.0000000
 9.9000000, 0.0000119, 0.0051448, 0.0000000
10.0000000, 0.0000141, 0.0054955, 0.0000000
10.1000000, 0.0000119, 0.0058172, 0.0000000
10.2000000, 0.0000149, 0.0042604, 0.0000000
10.3000000, 0.0000142, 0.0048985, 0.0000000
10.4000000, 0.0000129, 0.0060839, 0.0000000
10.5000000, 0.0000163, 0.0053381, 0.0000000
10.6000000, 0.0000159, 0.0060894, 0.0000000
10.7000000, 0.0000202, 0.0059912, 0.0000000
10.8000000, 0.0000183, 0.0065011, 0.0000000
10.9000000, 0.0000179, 0.0060057, 0.0000000
11.0000000, 0.0000191, 0.0060370, 0.0000000
11.1000000, 0.0000214, 0.0062929, 0.0000000
11.2000000, 0.0000190, 0.0058990, 0.0000000
11.3000000, 0.0000187, 0.0064407, 0.0000000
11.4000000, 0.0000241, 0.0061953, 0.0000000
11.5000000, 0.0000227, 0.0073843, 0.0000000
11.6000000, 0.0000257, 0.0075531, 0.0000000
11.7000000, 0.0000288, 0.0072909, 0.0000000
11.8000000, 0.0000263, 0.0063303, 0.0000000
11.9000000, 0.0000253, 0.0072451, 0.0000000
12.0000000, 0.0000350, 0.0077099, 0.0000000
12.1000000, 0.0000295, 0.0080575, 0.0000000
12.2000000, 0.0000328, 0.0072623, 0.0000000
12.3000000, 0.0000314, 0.0082551, 0.0000000
12.4000000, 0.0000284, 0.0093675, 0.0000000
12.5000000, 0.0000317, 0.0078099, 0.0000000
12.6000000, 0.0000350, 0.0080615, 0.0000000
12.7000000, 0.0000360, 0.0089375, 0.0000000
12.8000000, 0.0000340, 0.0105861, 0.0000000
12.9000000, 0.0000441, 0.0093918, 0.0000000
13.0000000, 0.0000519, 0.0091942, 0.0000000
13.1000000, 0.0000386, 0.0089467, 0.0000000
13.2000000, 0.0000509, 0.0107175, 0.0000000
13.3000000, 0.0000533, 0.0100710, 0.0000000
13.4000000, 0.0000447, 0.0111746, 0.0000000
13.5000000, 0.0000587, 0.0101474, 0.0000000
13.6000000, 0.0000598, 0.0101356, 0.0000000
13.7000000, 0.0000617, 0.0078275, 0.0000000
13.8000000, 0.0000458, 0.0093316, 0.0000000
13.9000000, 0.0000471, 0.0115156, 0.0000000
14.0000000, 0.0000583, 0.0095598, 0.0000000
14.1000000, 0.0000529, 0.0110761, 0.0000000
14.2000000, 0.0000649, 0.0101688, 0.0000000
14.3000000, 0.0000621, 0.0118976, 0.0000000
14.4000000, 0.0000754, 0.0119436, 0.0000000
14.5000000, 0.0000756, 0.0137353, 0.0000000
14.6000000, 0.0000721, 0.0107032, 0.0000000
14.7000000, 0.0000771, 0.0109438, 0.0000000
14.8000000, 0.0000837, 0.0123585, 0.0000000
14.9000000, 0.0000670, 0.0110676, 0.0000000
15.0000000, 0.0000657, 0.0136304, 0.0000000
15.1000000, 0.0000765, 0.0141600, 0.0000000
15.2000000, 0.0000885, 0.0147214, 0.0000000
15.3000000, 0.0001107, 0.0130179, 0.0000000
15.4000000, 0.0000935, 0.0142774, 0.0000000
15.5000000, 0.0001017, 0.0140841, 0.0000000
15.6000000, 0.0001058, 0.0139306, 0.0000000
15.7000000, 0.0001053, 0.0152524, 0.0000000
15.8000000, 0.0001223, 0.0117577, 0.0000000
15.9000000, 0.0001024, 0.0157333, 0.0000000
16.0000000, 0.0001382, 0.0163852, 0.0000000
16.1000000, 0.0001383, 0.0129787, 0.0000000
16.2000000, 0.0001368, 0.0165736, 0.0000000
16.3000000, 0.0001402, 0.0143512, 0.0000000
16.4000000, 0.0001335, 0.0153454, 0.0000000
16.5000000, 0.0001435, 0.0165561, 0.0000000
16.6000000, 0.0001531, 0.0185203, 0.0000000
16.7000000, 0.0001605, 0.0183226, 0.0000000
16.8000000, 0.0001710, 0.0199117, 0.0000000
16.9000000, 0.0001691, 0.0152558, 0.0000000
17.0000000, 0.0001635, 0.0158352, 0.0000000
17.1000000, 0.0001897, 0.0147264, 0.0000000
17.2000000, 0.0002021, 0.0161148, 0.0000000
17.3000000, 0.0001775, 0.0163888, 0.0000000
17.4000000, 0.0001822, 0.0195224, 0.0000000
17.5000000, 0.0001903, 0.0190838, 0.0000000
17.6000000, 0.0001837, 0.0199026, 0.0000000
17.7000000, 0.0002285, 0.0186935, 0.0000000
17.8000000, 0.0002215, 0.0161489, 0.0000000
17.9000000, 0.0002186, 0.0219790, 0.0000001
18.0000000, 0.0002294, 0.0176968, 0.0000001
18.1000000, 0.0002745, 0.0199221, 0.0000001
18.2000000, 0.0002834, 0.0184285, 0.0000001
18.3000000, 0.0002544, 0.0189710, 0.0000001
18.4000000, 0.0002738, 0.0178451, 0.0000001
18.5000000, 0.0003004, 0.0193136, 0.0000001
18.6000000, 0.0002592, 0.0209813, 0.0000001
18.7000000, 0.0002937, 0.0241314, 0.0000001
18.8000000, 0.0003045, 0.0236610, 0.0000001
18.9000000, 0.0003103, 0.0183951, 0.0000001
19.0000000, 0.0003195, 0.0233454, 0.0000001
19.1000000, 0.0003654, 0.0231728, 0.0000001
19.2000000, 0.0003656, 0.0225613, 0.0000001
19.3000000, 0.0003945, 0.0215010, 0.0000001
19.4000000, 0.0003380, 0.0200061, 0.0000001
19.5000000, 0.0003457, 0.0234021, 0.0000001
19.6000000, 0.0003461, 0.0245075, 0.0000001
19.7000000, 0.0004389, 0.0198626, 0.0000001
19.8000000, 0.0004202, 0.0226619, 0.0000001
19.9000000, 0.0004520, 0.0235543, 0.0000001
20.0000000, 0.0004736, 0.0194313, 0.0000002
20.1000000, 0.0004530, 0.0274927, 0.0000002
20.2000000, 0.0004022, 0.0240314, 0.0000002
20.3000000, 0.0004684, 0.0257995, 0.0000002
20.4000000, 0.0005017, 0.0294307, 0.0000002
20.5000000, 0.0005719, 0.0240659, 0.0000002
20.6000000, 0.0004664, 0.0265261, 0.0000002
20.7000000, 0.0006269, 0.0231029, 0.0000002
20.8000000, 0.0005435, 0.0300107, 0.0000002
20.9000000, 0.0006352, 0.0266588, 0.0000002
21.0000000, 0.0006292, 0.0291236, 0.0000003
21.1000000, 0.0005274, 0.0254150, 0.0000003
21.2000000, 0.0007299, 0.0286465, 0.0000003
21.3000000, 0.0005864, 0.0299509, 0.0000002
21.4000000, 0.0006109, 0.0312998, 0.0000003
21.5000000, 0.0006591, 0.0242100, 0.0000003
21.6000000, 0.0006661, 0.0302183, 0.0000003
21.7000000, 0.0006428, 0.0324563, 0.0000004
21.8000000, 0.0006861, 0.0316297, 0.0000004
21.9000000, 0.0007938, 0.0305207, 0.0000004
22.0000000, 0.0009256, 0.0293281, 0.0000004
22.1000000, 0.0007192, 0.0327237, 0.0000004
22.2000000, 0.0009357, 0.0307206, 0.0000005
22.3000000, 0.0007800, 0.0358234, 0.0000005
22.4000000, 0.0007807, 0.0268046, 0.0000005
22.5000000, 0.0010168, 0.0309356, 0.0000004
22.6000000, 0.0008357, 0.0276573, 0.0000005
22.7000000, 0.0009326, 0.0291432, 0.0000006
22.8000000, 0.0009738, 0.0331678, 0.0000006
22.9000000, 0.0009846, 0.0286859, 0.0000007
23.0000000, 0.0010696, 0.0310281, 0.0000006
23.1000000, 0.0011996, 0.0360311, 0.0000007
23.2000000, 0.0011246, 0.0326630, 0.0000006
23.3000000, 0.0011718, 0.0326536, 0.0000007
23.4000000, 0.0008815, 0.0368787, 0.0000007
23.5000000, 0.0010525, 0.0350810, 0.0000008
23.6000000, 0.0009130, 0.0344299, 0.0000009
23.7000000, 0.0013113, 0.0265248, 0.0000010
23.8000000, 0.0013992, 0.0308905, 0.0000009
23.9000000, 0.0015309, 0.0333961, 0.0000010
24.0000000, 0.0013178, 0.0440740, 0.0000008
24.1000000, 0.0015017, 0.0347797, 0.0000010
24.2000000, 0.0011833, 0.0325256, 0.0000013
24.3000000, 0.0015338, 0.0287959, 0.0000012
24.4000000, 0.0014969, 0.0343427, 0.0000013
24.5000000, 0.0016566, 0.0376922, 0.0000011
24.6000000, 0.0017854, 0.0393279, 0.0000011
24.7000000, 0.0019745, 0.0287805, 0.0000014
24.8000000, 0.0016540, 0.0327256, 0.0000014
24.9000000, 0.0016694, 0.0263896, 0.0000018
25.0000000, 0.0014491, 0.0373347, 0.0000015
25.1000000, 0.0017787, 0.0349945, 0.0000017
25.2000000, 0.0017865, 0.0358593, 0.0000019
25.3000000, 0.0017853, 0.0369090, 0.0000019
25.4000000, 0.0020222, 0.0319305, 0.0000017
25.5000000, 0.0017998, 0.0325507, 0.0000024
25.6000000, 0.0020123, 0.0387478, 0.0000019
25.7000000, 0.0023550, 0.0421037, 0.0000023
25.8000000, 0.0020401, 0.0322260, 0.0000022
25.9000000, 0.0021562, 0.0310497, 0.0000030
26.0000000, 0.0021399, 0.0374305, 0.0000027
26.1000000, 0.0021252, 0.0301291, 0.0000025
26.2000000, 0.0024720, 0.0401285, 0.0000029
26.3000000, 0.0021971, 0.0371394, 0.0000032
26.4000000, 0.0021440, 0.0384211, 0.0000031
26.5000000, 0.0018068, 0.0336867, 0.0000026
26.6000000, 0.0024754, 0.0387909, 0.0000038
26.7000000, 0.0031161, 0.0339505, 0.0000035
26.8000000, 0.0028364, 0.0396749, 0.0000044
26.9000000, 0.0026035, 0.0404316, 0.0000032
27.0000000, 0.0024544, 0.0422776, 0.0000040
27.1000000, 0.0032461, 0.0366279, 0.0000041
27.2000000, 0.0026938, 0.0405842, 0.0000039
27.3000000, 0.0025788, 0.0331945, 0.0000047
27.4000000, 0.0030108, 0.0421990, 0.0000049
27.5000000, 0.0032554, 0.0365319, 0.0000044
27.6000000, 0.0033699, 0.0397731, 0.0000059
27.7000000, 0.0035865, 0.0358847, 0.0000048
27.8000000, 0.0027495, 0.0370302, 0.0000059
27.9000000, 0.0034306, 0.0399849, 0.0000052
28.0000000, 0.0039742, 0.0414394, 0.0000073
28.1000000, 0.0033397, 0.0395447, 0.0000059
28.2000000, 0.0039223, 0.0392613, 0.0000065
28.3000000, 0.0027387, 0.0485978, 0.0000069
28.4000000, 0.0047472, 0.0401400, 0.0000067
28.5000000, 0.0041117, 0.0384107, 0.0000061
28.6000000, 0.0033916, 0.0405690, 0.0000077
28.7000000, 0.0042782, 0.0405633, 0.0000081
28.8000000, 0.0033685, 0.0417393, 0.0000083
28.9000000, 0.0044832, 0.0412992, 0.0000074
29.0000000, 0.0044113, 0.0379453, 0.0000097
29.1000000, 0.0037339, 0.0428523, 0.0000091
29.2000000, 0.0056147, 0.0404319, 0.0000090
29.3000000, 0.0038962, 0.0415727, 0.0000110
29.4000000, 0.0050362, 0.0447613, 0.0000098
29.5000000, 0.0041985, 0.0373550, 0.0000127
29.6000000, 0.0049712, 0.0414830, 0.0000105
29.7000000, 0.0044371, 0.0453378, 0.0000111
29.8000000, 0.0054124, 0.0380024, 0.0000116
29.9000000, 0.0045387, 0.0382093, 0.0000132
30.0000000, 0.0055073, 0.0397883, 0.0000136
30.1000000, 0.0051502, 0.0427221, 0.0000132
30.2000000, 0.0054528, 0.0404302, 0.0000145
30.3000000, 0.0059405, 0.0420349, 0.0000153
30.4000000, 0.0065828, 0.0342862, 0.0000194
30.5000000, 0.0062505, 0.0451742, 0.0000166
30.6000000, 0.0064516, 0.0444188, 0.0000196
30.7000000, 0.0057863, 0.0426428, 0.0000169
30.8000000, 0.0063144, 0.0409618, 0.0000195
30.9000000, 0.0060350, 0.0344012, 0.0000218
31.0000000, 0.0068377, 0.0436808, 0.0000202
31.1000000, 0.0075270, 0.0451190, 0.0000206
31.2000000, 0.0076597, 0.0400004, 0.0000226
31.3000000, 0.0069426, 0.0372085, 0.0000251
31.4000000, 0.0083673, 0.0372959, 0.0000206
31.5000000, 0.0056380, 0.0382704, 0.0000226
31.6000000, 0.0082513, 0.0396836, 0.0000261
31.7000000, 0.0079450, 0.0278808, 0.0000282
31.8000000, 0.0069282, 0.0306046, 0.0000249
31.9000000, 0.0070746, 0.0356155, 0.0000252
32.0000000, 0.0082376, 0.0342837, 0.0000296
32.1000000, 0.0078454, 0.0413662, 0.0000283
32.2000000, 0.0075510, 0.0338883, 0.0000296
32.3000000, 0.0083198, 0.0391479, 0.0000309
32.4000000, 0.0087075, 0.0353430, 0.0000334
32.5000000, 0.0095535, 0.0432611, 0.0000278
32.6000000, 0.0093259, 0.0387355, 0.0000364
32.7000000, 0.0084853, 0.0424416, 0.0000316
32.8000000, 0.0081565, 0.0407173, 0.0000383
32.9000000, 0.0097475, 0.0371869, 0.0000409
33.0000000, 0.0091786, 0.0355222, 0.0000491
33.1000000, 0.0086892, 0.0390185, 0.0000505
33.2000000, 0.0103014, 0.0389432, 0.0000500
33.3000000, 0.0096587, 0.0367835, 0.0000410
33.4000000, 0.0094970, 0.0327191, 0.0000522
33.5000000, 0.0093232, 0.0362816, 0.0000598
33.6000000, 0.0105365, 0.0411009, 0.0000634
33.7000000, 0.0096163, 0.0444039, 0.0000551
33.8000000, 0.0098178, 0.0410847, 0.0000609
33.9000000, 0.0115728, 0.0386845, 0.0000569
34.0000000, 0.0104261, 0.0382718, 0.0000697
34.1000000, 0.0108776, 0.0424312, 0.0000633
34.2000000, 0.0107809, 0.0360883, 0.0000633
34.3000000, 0.0109428, 0.0411322, 0.0000693
34.4000000, 0.0109134, 0.0286560, 0.0000723
34.5000000, 0.0110364, 0.0459864, 0.0000725
34.6000000, 0.0105966, 0.0370665, 0.0000779
34.7000000, 0.0138263, 0.0379983, 0.0000960
34.8000000, 0.0110775, 0.0377924, 0.0000793
34.9000000, 0.0129767, 0.0385524, 0.0000828
35.0000000, 0.0116066, 0.0344388, 0.0000909
35.1000000, 0.0129773, 0.0391017, 0.0000774
35.2000000, 0.0126525, 0.0322431, 0.0001056
35.3000000, 0.0111431, 0.0316696, 0.0001094
35.4000000, 0.0143476, 0.0343446, 0.0000898
35.5000000, 0.0131377, 0.0334194, 0.0001312
35.6000000, 0.0149777, 0.0353852, 0.0000969
35.7000000, 0.0166858, 0.0386451, 0.0001147
35.8000000, 0.0143528, 0.0336201, 0.0000933
35.9000000, 0.0155497, 0.0376957, 0.0001236
36.0000000, 0.0150538, 0.0317068, 0.0001208
36.1000000, 0.0150138, 0.0336590, 0.0001251
36.2000000, 0.0143036, 0.0311130, 0.0001340
36.3000000, 0.0150987, 0.0321577, 0.0001373
36.4000000, 0.0164173, 0.0342835, 0.0001376
36.5000000, 0.0178114, 0.0336874, 0.0001575
36.6000000, 0.0144251, 0.0279641, 0.0001434
36.7000000, 0.0153235, 0.0289620, 0.0001418
36.8000000, 0.0150254, 0.0341611, 0.0001436
36.9000000, 0.0138549, 0.0305792, 0.0001678
37.0000000, 0.0196603, 0.0271861, 0.0001635
37.1000000, 0.0154866, 0.0302233, 0.0001698
37.2000000, 0.0138400, 0.0325037, 0.0001804
37.3000000, 0.0178961, 0.0307501, 0.0001946
37.4000000, 0.0196154, 0.0271974, 0.0001609
37.5000000, 0.0174502, 0.0299575, 0.0001556
37.6000000, 0.0171862, 0.0335814, 0.0002409
37.7000000, 0.0171786, 0.0315609, 0.0001919
37.8000000, 0.0195995, 0.0261719, 0.0002038
37.9000000, 0.0178772, 0.0258067, 0.0002785
38.0000000, 0.0213464, 0.0322123, 0.0002574
38.1000000, 0.0200059, 0.0298354, 0.0002389
38.2000000, 0.0217964, 0.0239547, 0.0002421
38.3000000, 0.0234537, 0.0278416, 0.0002981
38.4000000, 0.0175233, 0.0253061, 0.0002915
38.5000000, 0.0217161, 0.0261349, 0.0002953
38.6000000, 0.0187784, 0.0249187, 0.0002985
38.7000000, 0.0207705, 0.0280621, 0.0003204
38.8000000, 0.0199697, 0.0283196, 0.0003211
38.9000000, 0.0197156, 0.0278631, 0.0003240
39.0000000, 0.0245566, 0.0280324, 0.0003737
39.1000000, 0.0228464, 0.0307918, 0.0003181
39.2000000, 0.0223553, 0.0257413, 0.0003293
39.3000000, 0.0215130, 0.0235905, 0.0003987
39.4000000, 0.0234863, 0.0265681, 0.0003545
39.5000000, 0.0237311, 0.0271352, 0.0004261
39.6000000, 0.0222616, 0.0249592, 0.0003549
39.7000000, 0.0230780, 0.0236915, 0.0004406
39.8000000, 0.0242376, 0.0275776, 0.0004847
39.9000000, 0.0222679, 0.0213404, 0.0004623
40.0000000, 0.0271221, 0.0238978, 0.0004386
40.1000000, 0.0169632, 0.0215154, 0.0004865
40.2000000, 0.0250839, 0.0209286, 0.0004794
40.3000000, 0.0246377, 0.0248177, 0.0005345
40.4000000, 0.0254001, 0.0251445, 0.0004633
40.5000000, 0.0229911, 0.0233443, 0.0004544
40.6000000, 0.0269399, 0.0175538, 0.0005147
40.7000000, 0.0227475, 0.0215196, 0.0005276
40.8000000, 0.0255707, 0.0183079, 0.0005905
40.9000000, 0.0285044, 0.0197607, 0.0006120
41.0000000, 0.0258686, 0.0213641, 0.0005810
41.1000000, 0.0251277, 0.0196387, 0.0006375
41.2000000, 0.0256860, 0.0228927, 0.0005849
41.3000000, 0.0249564, 0.0181710, 0.0006348
41.4000000, 0.0262447, 0.0190515, 0.0006561
41.5000000, 0.0309012, 0.0192692, 0.0006725
41.6000000, 0.0300034, 0.0169404, 0.0007621
41.7000000, 0.0288779, 0.0229714, 0.0006424
41.8000000, 0.0299781, 0.0180047, 0.0007482
41.9000000, 0.0336004, 0.0162878, 0.0007191
42.0000000, 0.0296018, 0.0169431, 0.0008523
42.1000000, 0.0278761, 0.0164389, 0.0008944
42.2000000, 0.0320436, 0.0192485, 0.0008790
42.3000000, 0.0223633, 0.0195484, 0.0008028
42.4000000, 0.0288502, 0.0165237, 0.0007948
42.5000000, 0.0285190, 0.0168703, 0.0010071
42.6000000, 0.0306769, 0.0171638, 0.0008341
42.7000000, 0.0297728, 0.0182971, 0.0009971
42.8000000, 0.0305588, 0.0170266, 0.0010833
42.9000000, 0.0295488, 0.0144051, 0.0009298
43.0000000, 0.0271389, 0.0163971, 0.0011102
43.1000000, 0.0338448, 0.0184239, 0.0011996
43.2000000, 0.0328781, 0.0136299, 0.0011457
43.3000000, 0.0342001, 0.0149622, 0.0012119
43.4000000, 0.0311972, 0.0160308, 0.0012623
43.5000000, 0.0391755, 0.0155826, 0.0012174
43.6000000, 0.0328375, 0.0162749, 0.0012629
43.7000000, 0.0364030, 0.0141049, 0.0011995
43.8000000, 0.0349140, 0.0161320, 0.0012541
43.9000000, 0.0327911, 0.0170672, 0.0013207
44.0000000, 0.0336316, 0.0140510, 0.0016204
44.1000000, 0.0382529, 0.0152780, 0.0014323
44.2000000, 0.0360740, 0.0156489, 0.0017143
44.3000000, 0.0349337, 0.0151889, 0.0013112
44.4000000, 0.0304679, 0.0156159, 0.0017905
44.5000000, 0.0321079, 0.0123795, 0.0013617
44.6000000, 0.0286225, 0.0133730, 0.0015003
44.7000000, 0.0306918, 0.0135242, 0.0016552
44.8000000, 0.0359277, 0.0143686, 0.0019735
44.9000000, 0.0322625, 0.0137460, 0.0015457
45.0000000, 0.0304095, 0.0131657, 0.0021335
45.1000000, 0.0336885, 0.0112915, 0.0019702
45.2000000, 0.0373644, 0.0116109, 0.0020249
45.3000000, 0.0329233, 0.0104725, 0.0019792
45.4000000, 0.0387493, 0.0124909, 0.0020251
45.5000000, 0.0332353, 0.0122329, 0.0018957
45.6000000, 0.0430285, 0.0133206, 0.0016584
45.7000000, 0.0358153, 0.0147157, 0.0021931
45.8000000, 0.0394905, 0.0117233, 0.0021311
45.9000000, 0.0412242, 0.0106924, 0.0022395
46.0000000, 0.0433672, 0.0121337, 0.0026571
46.1000000, 0.0422575, 0.0113168, 0.0024425
46.2000000, 0.0310790, 0.0099623, 0.0023935
46.3000000, 0.0321046, 0.0104450, 0.0024512
46.4000000, 0.0336511, 0.0102081, 0.0018556
46.5000000, 0.0381487, 0.0106709, 0.0026481
46.6000000, 0.0378844, 0.0090288, 0.0028809
46.7000000, 0.0343064, 0.0098599, 0.0027918
46.8000000, 0.0405266, 0.0114148, 0.0023341
46.9000000, 0.0435049, 0.0080408, 0.0025880
47.0000000, 0.0369462, 0.0105217, 0.0027391
47.1000000, 0.0401977, 0.0100673, 0.0027307
47.2000000, 0.0382399, 0.0097244, 0.0023179
47.3000000, 0.0397253, 0.0086735, 0.0029028
47.4000000, 0.0383502, 0.0102352, 0.0032313
47.5000000, 0.0426009, 0.0081211, 0.0029361
47.6000000, 0.0335477, 0.0101721, 0.0034243
47.7000000, 0.0335923, 0.0088499, 0.0035075
47.8000000, 0.0396109, 0.0083069, 0.0031941
47.9000000, 0.0386813, 0.0080222, 0.0032060
48.0000000, 0.0301384, 0.0092181, 0.0034040
48.1000000, 0.0353242, 0.0087932, 0.0032882
48.2000000, 0.0398219, 0.0068344, 0.0035716
48.3000000, 0.0420497, 0.0084954, 0.0034484
48.4000000, 0.0391155, 0.0066149, 0.0040925
48.5000000, 0.0390282, 0.0075064, 0.0041131
48.6000000, 0.0372022, 0.0080283, 0.0028251
48.7000000, 0.0368495, 0.0062830, 0.0040959
48.8000000, 0.0424833, 0.0054197, 0.0042775
48.9000000, 0.0401638, 0.0071757, 0.0040177
49.0000000, 0.0428696, 0.0058695, 0.0045194
49.1000000, 0.0369935, 0.0064181, 0.0043142
49.2000000, 0.0352826, 0.0062984, 0.0043118
49.3000000, 0.0444309, 0.0055130, 0.0037062
49.4000000, 0.0341872, 0.0057963, 0.0053994
49.5000000, 0.0370323, 0.0060420, 0.0052423
49.6000000, 0.0396941, 0.0056679, 0.0050320
49.7000000, 0.0430637, 0.0049858, 0.0048963
49.8000000, 0.0333692, 0.0053571, 0.0048485
49.9000000, 0.0413468, 0.0052531, 0.0050466
50.0000000, 0.0380870, 0.0052166, 0.0058850
50.1000000, 0.0375649, 0.0050924, 0.0049074
50.2000000, 0.0370954, 0.0057330, 0.0060030
50.3000000, 0.0339049, 0.0051507, 0.0060586
50.4000000, 0.0304179, 0.0044243, 0.0051332
50.5000000, 0.0409309, 0.0058779, 0.0069433
50.6000000, 0.0447897, 0.0050776, 0.0065705
50.7000000, 0.0390767, 0.0043317, 0.0061903
50.8000000, 0.0419505, 0.0051392, 0.0053500
50.9000000, 0.0361382, 0.0039283, 0.0056463
51.0000000, 0.0379218, 0.0044637, 0.0055815
51.1000000, 0.0338213, 0.0041111, 0.0071456
