# Gaussfunctions
#        x,    Func 1,    Func 2
22.0000000, 1.0000000,-1.0000000
22.1000000, 1.0000000,-1.0000000
22.2000000, 1.0000000,-1.0000000
22.3000000, 1.0000000,-1.0000000
22.4000000, 1.0000000,-1.0000000
22.5000000, 1.0000000,-1.0000000
22.6000000, 1.0000000,-1.0000000
22.7000000, 1.0000000,-1.0000000
22.8000000, 1.0000000,-1.0000000
22.9000000, 1.0000000,-1.0000000
23.0000000, 1.0000000,-1.0000000
23.1000000, 1.0000000,-1.0000000
23.2000000, 1.0000000,-1.0000000
23.3000000, 1.0000000,-1.0000000
23.4000000, 1.0000000,-1.0000000
23.5000000, 1.0000000,-1.0000000
23.6000000, 1.0000000,-1.0000000
23.7000000, 1.0000000,-1.0000000
23.8000000, 1.0000000,-1.0000000
23.9000000, 1.0000000,-1.0000000
24.0000000, 1.0000000,-1.0000000
24.1000000, 1.0000000,-1.0000000
24.2000000, 1.0000000,-1.0000000
24.3000000, 1.0000000,-1.0000000
24.4000000, 1.0000000,-1.0000000
24.5000000, 1.0000000,-1.0000000
24.6000000, 1.0000000,-1.0000000
24.7000000, 1.0000000,-1.0000000
24.8000000, 1.0000000,-1.0000000
24.9000000, 1.0000000,-1.0000000
25.0000000, 1.0000000,-1.0000000
25.1000000, 1.0000000,-1.0000000
25.2000000, 1.0000000,-1.0000000
25.3000000, 1.0000000,-1.0000000
25.4000000, 1.0000000,-1.0000000
25.5000000, 1.0000000,-1.0000000
25.6000000, 1.0000000,-1.0000000
25.7000000, 1.0000000,-1.0000000
25.8000000, 1.0000000,-1.0000000
25.9000000, 1.0000000,-1.0000000
26.0000000, 1.0000000,-1.0000000
26.1000000, 1.0000000,-1.0000000
26.2000000, 1.0000000,-1.0000000
26.3000000, 1.0000000,-1.0000000
26.4000000, 1.0000000,-1.0000000
26.5000000, 1.0000000,-1.0000000
26.6000000, 1.0000000,-1.0000000
26.7000000, 1.0000000,-1.0000000
26.8000000, 1.0000000,-1.0000000
26.9000000, 1.0000000,-1.0000000
27.0000000, 1.0000000,-1.0000000
27.1000000, 1.0000000,-1.0000000
27.2000000, 1.0000000,-1.0000000
27.3000000, 1.0000000,-1.0000000
27.4000000, 1.0000000,-1.0000000
27.5000000, 1.0000000,-1.0000000
27.6000000, 1.0000000,-1.0000000
27.7000000, 1.0000000,-1.0000000
27.8000000, 1.0000000,-1.0000000
27.9000000, 1.0000000,-1.0000000
28.0000000, 1.0000000,-1.0000000
28.1000000, 1.0000000,-1.0000000
28.2000000, 1.0000000,-1.0000000
28.3000000, 1.0000000,-1.0000000
28.4000000, 1.0000000,-1.0000000
28.5000000, 1.0000000,-1.0000000
28.6000000, 1.0000000,-1.0000000
28.7000000, 1.0000000,-1.0000000
28.8000000, 1.0000000,-1.0000000
28.9000000, 1.0000000,-1.0000000
29.0000000, 1.0000000,-1.0000000
29.1000000, 1.0000000,-1.0000000
29.2000000, 1.0000000,-1.0000000
29.3000000, 1.0000000,-1.0000000
29.4000000, 1.0000000,-1.0000000
29.5000000, 1.0000000,-1.0000000
29.6000000, 1.0000000,-1.0000000
29.7000000, 1.0000000,-1.0000000
29.8000000, 1.0000000,-1.0000000
29.9000000, 1.0000000,-1.0000000
30.0000000, 1.0000000,-1.0000000
30.1000000, 2.9974984,-2.9974984
30.2000000, 3.8213472,-3.8213472
30.3000000, 4.4510868,-4.4510868
30.4000000, 4.9799497,-4.9799497
30.5000000, 5.4440972,-5.4440972
30.6000000, 5.8620983,-5.8620983
30.7000000, 6.2449976,-6.2449976
30.8000000, 6.6000000,-6.6000000
30.9000000, 6.9321160,-6.9321160
31.0000000, 7.2449980,-7.2449980
31.1000000, 7.5414066,-7.5414066
31.2000000, 7.8234888,-7.8234888
31.3000000, 8.0929543,-8.0929543
31.4000000, 8.3511904,-8.3511904
31.5000000, 8.5993421,-8.5993421
31.6000000, 8.8383672,-8.8383672
31.7000000, 9.0690768,-9.0690768
31.8000000, 9.2921650,-9.2921650
31.9000000, 9.5082313,-9.5082313
32.0000000, 9.7177979,-9.7177979
32.1000000, 9.9213228,-9.9213228
32.2000000,10.1192105,-10.1192105
32.3000000,10.3118204,-10.3118204
32.4000000,10.4994737,-10.4994737
32.5000000,10.6824584,-10.6824584
32.6000000,10.8610344,-10.8610344
32.7000000,11.0354372,-11.0354372
32.8000000,11.2058807,-11.2058807
32.9000000,11.3725600,-11.3725600
33.0000000,11.5356538,-11.5356538
33.1000000,11.6953261,-11.6953261
33.2000000,11.8517280,-11.8517280
33.3000000,12.0049989,-12.0049989
33.4000000,12.1552678,-12.1552678
33.5000000,12.3026546,-12.3026546
33.6000000,12.4472704,-12.4472704
33.7000000,12.5892191,-12.5892191
33.8000000,12.7285975,-12.7285975
33.9000000,12.8654962,-12.8654962
34.0000000,13.0000000,-13.0000000
34.1000000,13.1321886,-13.1321886
34.2000000,13.2621368,-13.2621368
34.3000000,13.3899153,-13.3899153
34.4000000,13.5155903,-13.5155903
34.5000000,13.6392247,-13.6392247
34.6000000,13.7608777,-13.7608777
34.7000000,13.8806056,-13.8806056
34.8000000,13.9984614,-13.9984614
34.9000000,14.1144958,-14.1144958
35.0000000,14.2287566,-14.2287566
35.1000000,14.3412893,-14.3412893
35.2000000,14.4521374,-14.4521374
35.3000000,14.5613421,-14.5613421
35.4000000,14.6689429,-14.6689429
35.5000000,14.7749773,-14.7749773
35.6000000,14.8794813,-14.8794813
35.7000000,14.9824890,-14.9824890
35.8000000,15.0840335,-15.0840335
35.9000000,15.1841461,-15.1841461
36.0000000,15.2828569,-15.2828569
36.1000000,15.3801947,-15.3801947
36.2000000,15.4761873,-15.4761873
36.3000000,15.5708613,-15.5708613
36.4000000,15.6642422,-15.6642422
36.5000000,15.7563546,-15.7563546
36.6000000,15.8472220,-15.8472220
36.7000000,15.9368671,-15.9368671
36.8000000,16.0253120,-16.0253120
36.9000000,16.1125775,-16.1125775
37.0000000,16.1986842,-16.1986842
37.1000000,16.2836514,-16.2836514
37.2000000,16.3674982,-16.3674982
37.3000000,16.4502427,-16.4502427
37.4000000,16.5319027,-16.5319027
37.5000000,16.6124950,-16.6124950
37.6000000,16.6920362,-16.6920362
37.7000000,16.7705422,-16.7705422
37.8000000,16.8480283,-16.8480283
37.9000000,16.9245094,-16.9245094
38.0000000,17.0000000,-17.0000000
38.1000000,17.0745140,-17.0745140
38.2000000,17.1480649,-17.1480649
38.3000000,17.2206658,-17.2206658
38.4000000,17.2923295,-17.2923295
38.5000000,17.3630682,-17.3630682
38.6000000,17.4328938,-17.4328938
38.7000000,17.5018181,-17.5018181
38.8000000,17.5698521,-17.5698521
38.9000000,17.6370069,-17.6370069
39.0000000,17.7032931,-17.7032931
39.1000000,17.7687209,-17.7687209
39.2000000,17.8333003,-17.8333003
39.3000000,17.8970412,-17.8970412
39.4000000,17.9599528,-17.9599528
39.5000000,18.0220445,-18.0220445
39.6000000,18.0833252,-18.0833252
39.7000000,18.1438035,-18.1438035
39.8000000,18.2034880,-18.2034880
39.9000000,18.2623869,-18.2623869
40.0000000,18.3205081,-18.3205081
40.1000000,18.3778595,-18.3778595
40.2000000,18.4344487,-18.4344487
40.3000000,18.4902830,-18.4902830
40.4000000,18.5453698,-18.5453698
40.5000000,18.5997159,-18.5997159
40.6000000,18.6533283,-18.6533283
40.7000000,18.7062136,-18.7062136
40.8000000,18.7583783,-18.7583783
40.9000000,18.8098287,-18.8098287
41.0000000,18.8605711,-18.8605711
41.1000000,18.9106114,-18.9106114
41.2000000,18.9599555,-18.9599555
41.3000000,19.0086091,-19.0086091
41.4000000,19.0565777,-19.0565777
41.5000000,19.1038670,-19.1038670
41.6000000,19.1504821,-19.1504821
41.7000000,19.1964282,-19.1964282
41.8000000,19.2417104,-19.2417104
41.9000000,19.2863337,-19.2863337
42.0000000,19.3303028,-19.3303028
42.1000000,19.3736224,-19.3736224
42.2000000,19.4162971,-19.4162971
42.3000000,19.4583315,-19.4583315
42.4000000,19.4997297,-19.4997297
42.5000000,19.5404962,-19.5404962
42.6000000,19.5806351,-19.5806351
42.7000000,19.6201504,-19.6201504
42.8000000,19.6590461,-19.6590461
42.9000000,19.6973260,-19.6973260
43.0000000,19.7349940,-19.7349940
43.1000000,19.7720537,-19.7720537
43.2000000,19.8085087,-19.8085087
43.3000000,19.8443626,-19.8443626
43.4000000,19.8796186,-19.8796186
43.5000000,19.9142803,-19.9142803
43.6000000,19.9483509,-19.9483509
43.7000000,19.9818334,-19.9818334
43.8000000,20.0147311,-20.0147311
43.9000000,20.0470470,-20.0470470
44.0000000,20.0787840,-20.0787840
44.1000000,20.1099451,-20.1099451
44.2000000,20.1405329,-20.1405329
44.3000000,20.1705503,-20.1705503
44.4000000,20.2000000,-20.2000000
44.5000000,20.2288845,-20.2288845
44.6000000,20.2572064,-20.2572064
44.7000000,20.2849682,-20.2849682
44.8000000,20.3121723,-20.3121723
44.9000000,20.3388211,-20.3388211
45.0000000,20.3649167,-20.3649167
45.1000000,20.3904616,-20.3904616
45.2000000,20.4154578,-20.4154578
45.3000000,20.4399074,-20.4399074
45.4000000,20.4638126,-20.4638126
45.5000000,20.4871753,-20.4871753
45.6000000,20.5099974,-20.5099974
45.7000000,20.5322810,-20.5322810
45.8000000,20.5540277,-20.5540277
45.9000000,20.5752395,-20.5752395
46.0000000,20.5959179,-20.5959179
46.1000000,20.6160648,-20.6160648
46.2000000,20.6356818,-20.6356818
46.3000000,20.6547704,-20.6547704
46.4000000,20.6733322,-20.6733322
46.5000000,20.6913687,-20.6913687
46.6000000,20.7088812,-20.7088812
46.7000000,20.7258713,-20.7258713
46.8000000,20.7423403,-20.7423403
46.9000000,20.7582894,-20.7582894
47.0000000,20.7737199,-20.7737199
47.1000000,20.7886331,-20.7886331
47.2000000,20.8030301,-20.8030301
47.3000000,20.8169120,-20.8169120
47.4000000,20.8302799,-20.8302799
47.5000000,20.8431348,-20.8431348
47.6000000,20.8554778,-20.8554778
47.7000000,20.8673098,-20.8673098
47.8000000,20.8786317,-20.8786317
47.9000000,20.8894444,-20.8894444
48.0000000,20.8997487,-20.8997487
48.1000000,20.9095454,-20.9095454
48.2000000,20.9188353,-20.9188353
48.3000000,20.9276190,-20.9276190
48.4000000,20.9358973,-20.9358973
48.5000000,20.9436707,-20.9436707
48.6000000,20.9509398,-20.9509398
48.7000000,20.9577053,-20.9577053
48.8000000,20.9639675,-20.9639675
48.9000000,20.9697271,-20.9697271
49.0000000,20.9749844,-20.9749844
49.1000000,20.9797397,-20.9797397
49.2000000,20.9839936,-20.9839936
49.3000000,20.9877462,-20.9877462
49.4000000,20.9909980,-20.9909980
49.5000000,20.9937490,-20.9937490
49.6000000,20.9959996,-20.9959996
49.7000000,20.9977499,-20.9977499
49.8000000,20.9990000,-20.9990000
49.9000000,20.9997500,-20.9997500
50.0000000,21.0000000,-21.0000000
50.1000000,20.9997500,-20.9997500
50.2000000,20.9990000,-20.9990000
50.3000000,20.9977499,-20.9977499
50.4000000,20.9959996,-20.9959996
50.5000000,20.9937490,-20.9937490
50.6000000,20.9909980,-20.9909980
50.7000000,20.9877462,-20.9877462
50.8000000,20.9839936,-20.9839936
50.9000000,20.9797397,-20.9797397
51.0000000,20.9749844,-20.9749844
51.1000000,20.9697271,-20.9697271
51.2000000,20.9639675,-20.9639675
51.3000000,20.9577053,-20.9577053
51.4000000,20.9509398,-20.9509398
51.5000000,20.9436707,-20.9436707
51.6000000,20.9358973,-20.9358973
51.7000000,20.9276190,-20.9276190
51.8000000,20.9188353,-20.9188353
51.9000000,20.9095454,-20.9095454
52.0000000,20.8997487,-20.8997487
52.1000000,20.8894444,-20.8894444
52.2000000,20.8786317,-20.8786317
52.3000000,20.8673098,-20.8673098
52.4000000,20.8554778,-20.8554778
52.5000000,20.8431348,-20.8431348
52.6000000,20.8302799,-20.8302799
52.7000000,20.8169120,-20.8169120
52.8000000,20.8030301,-20.8030301
52.9000000,20.7886331,-20.7886331
53.0000000,20.7737199,-20.7737199
53.1000000,20.7582894,-20.7582894
53.2000000,20.7423403,-20.7423403
53.3000000,20.7258713,-20.7258713
53.4000000,20.7088812,-20.7088812
53.5000000,20.6913687,-20.6913687
53.6000000,20.6733322,-20.6733322
53.7000000,20.6547704,-20.6547704
53.8000000,20.6356818,-20.6356818
53.9000000,20.6160648,-20.6160648
54.0000000,20.5959179,-20.5959179
54.1000000,20.5752395,-20.5752395
54.2000000,20.5540277,-20.5540277
54.3000000,20.5322810,-20.5322810
54.4000000,20.5099974,-20.5099974
54.5000000,20.4871753,-20.4871753
54.6000000,20.4638126,-20.4638126
54.7000000,20.4399074,-20.4399074
54.8000000,20.4154578,-20.4154578
54.9000000,20.3904616,-20.3904616
55.0000000,20.3649167,-20.3649167
55.1000000,20.3388211,-20.3388211
55.2000000,20.3121723,-20.3121723
55.3000000,20.2849682,-20.2849682
55.4000000,20.2572064,-20.2572064
55.5000000,20.2288845,-20.2288845
55.6000000,20.2000000,-20.2000000
55.7000000,20.1705503,-20.1705503
55.8000000,20.1405329,-20.1405329
55.9000000,20.1099451,-20.1099451
56.0000000,20.0787840,-20.0787840
56.1000000,20.0470470,-20.0470470
56.2000000,20.0147311,-20.0147311
56.3000000,19.9818334,-19.9818334
56.4000000,19.9483509,-19.9483509
56.5000000,19.9142803,-19.9142803
56.6000000,19.8796186,-19.8796186
56.7000000,19.8443626,-19.8443626
56.8000000,19.8085087,-19.8085087
56.9000000,19.7720537,-19.7720537
57.0000000,19.7349940,-19.7349940
57.1000000,19.6973260,-19.6973260
57.2000000,19.6590461,-19.6590461
57.3000000,19.6201504,-19.6201504
57.4000000,19.5806351,-19.5806351
57.5000000,19.5404962,-19.5404962
57.6000000,19.4997297,-19.4997297
57.7000000,19.4583315,-19.4583315
57.8000000,19.4162971,-19.4162971
57.9000000,19.3736224,-19.3736224
58.0000000,19.3303028,-19.3303028
58.1000000,19.2863337,-19.2863337
58.2000000,19.2417104,-19.2417104
58.3000000,19.1964282,-19.1964282
58.4000000,19.1504821,-19.1504821
58.5000000,19.1038670,-19.1038670
58.6000000,19.0565777,-19.0565777
58.7000000,19.0086091,-19.0086091
58.8000000,18.9599555,-18.9599555
58.9000000,18.9106114,-18.9106114
59.0000000,18.8605711,-18.8605711
59.1000000,18.8098287,-18.8098287
59.2000000,18.7583783,-18.7583783
59.3000000,18.7062136,-18.7062136
59.4000000,18.6533283,-18.6533283
59.5000000,18.5997159,-18.5997159
59.6000000,18.5453698,-18.5453698
59.7000000,18.4902830,-18.4902830
59.8000000,18.4344487,-18.4344487
59.9000000,18.3778595,-18.3778595
60.0000000,18.3205081,-18.3205081
60.1000000,18.2623869,-18.2623869
60.2000000,18.2034880,-18.2034880
60.3000000,18.1438035,-18.1438035
60.4000000,18.0833252,-18.0833252
60.5000000,18.0220445,-18.0220445
60.6000000,17.9599528,-17.9599528
60.7000000,17.8970412,-17.8970412
60.8000000,17.8333003,-17.8333003
60.9000000,17.7687209,-17.7687209
61.0000000,17.7032931,-17.7032931
61.1000000,17.6370069,-17.6370069
61.2000000,17.5698521,-17.5698521
61.3000000,17.5018181,-17.5018181
61.4000000,17.4328938,-17.4328938
61.5000000,17.3630682,-17.3630682
61.6000000,17.2923295,-17.2923295
61.7000000,17.2206658,-17.2206658
61.8000000,17.1480649,-17.1480649
61.9000000,17.0745140,-17.0745140
62.0000000,17.0000000,-17.0000000
62.1000000,16.9245094,-16.9245094
62.2000000,16.8480283,-16.8480283
62.3000000,16.7705422,-16.7705422
62.4000000,16.6920362,-16.6920362
62.5000000,16.6124950,-16.6124950
62.6000000,16.5319027,-16.5319027
62.7000000,16.4502427,-16.4502427
62.8000000,16.3674982,-16.3674982
62.9000000,16.2836514,-16.2836514
63.0000000,16.1986842,-16.1986842
63.1000000,16.1125775,-16.1125775
63.2000000,16.0253120,-16.0253120
63.3000000,15.9368671,-15.9368671
63.4000000,15.8472220,-15.8472220
63.5000000,15.7563546,-15.7563546
63.6000000,15.6642422,-15.6642422
63.7000000,15.5708613,-15.5708613
63.8000000,15.4761873,-15.4761873
63.9000000,15.3801947,-15.3801947
64.0000000,15.2828569,-15.2828569
64.1000000,15.1841461,-15.1841461
64.2000000,15.0840335,-15.0840335
64.3000000,14.9824890,-14.9824890
64.4000000,14.8794813,-14.8794813
64.5000000,14.7749773,-14.7749773
64.6000000,14.6689429,-14.6689429
64.7000000,14.5613421,-14.5613421
64.8000000,14.4521374,-14.4521374
64.9000000,14.3412893,-14.3412893
65.0000000,14.2287566,-14.2287566
65.1000000,14.1144958,-14.1144958
65.2000000,13.9984614,-13.9984614
65.3000000,13.8806056,-13.8806056
65.4000000,13.7608777,-13.7608777
65.5000000,13.6392247,-13.6392247
65.6000000,13.5155903,-13.5155903
65.7000000,13.3899153,-13.3899153
65.8000000,13.2621368,-13.2621368
65.9000000,13.1321886,-13.1321886
66.0000000,13.0000000,-13.0000000
66.1000000,12.8654962,-12.8654962
66.2000000,12.7285975,-12.7285975
66.3000000,12.5892191,-12.5892191
66.4000000,12.4472704,-12.4472704
66.5000000,12.3026546,-12.3026546
66.6000000,12.1552678,-12.1552678
66.7000000,12.0049989,-12.0049989
66.8000000,11.8517280,-11.8517280
66.9000000,11.6953261,-11.6953261
67.0000000,11.5356538,-11.5356538
67.1000000,11.3725600,-11.3725600
67.2000000,11.2058807,-11.2058807
67.3000000,11.0354372,-11.0354372
67.4000000,10.8610344,-10.8610344
67.5000000,10.6824584,-10.6824584
67.6000000,10.4994737,-10.4994737
67.7000000,10.3118204,-10.3118204
67.8000000,10.1192105,-10.1192105
67.9000000, 9.9213228,-9.9213228
68.0000000, 9.7177979,-9.7177979
68.1000000, 9.5082313,-9.5082313
68.2000000, 9.2921650,-9.2921650
68.3000000, 9.0690768,-9.0690768
68.4000000, 8.8383672,-8.8383672
68.5000000, 8.5993421,-8.5993421
68.6000000, 8.3511904,-8.3511904
68.7000000, 8.0929543,-8.0929543
68.8000000, 7.8234888,-7.8234888
68.9000000, 7.5414066,-7.5414066
69.0000000, 7.2449980,-7.2449980
69.1000000, 6.9321160,-6.9321160
69.2000000, 6.6000000,-6.6000000
69.3000000, 6.2449976,-6.2449976
69.4000000, 5.8620983,-5.8620983
69.5000000, 5.4440972,-5.4440972
69.6000000, 4.9799497,-4.9799497
69.7000000, 4.4510868,-4.4510868
69.8000000, 3.8213472,-3.8213472
69.9000000, 2.9974984,-2.9974984
70.0000000, 1.0000000,-1.0000000
70.1000000, 1.0000000,-1.0000000
70.2000000, 1.0000000,-1.0000000
70.3000000, 1.0000000,-1.0000000
70.4000000, 1.0000000,-1.0000000
70.5000000, 1.0000000,-1.0000000
70.6000000, 1.0000000,-1.0000000
70.7000000, 1.0000000,-1.0000000
70.8000000, 1.0000000,-1.0000000
70.9000000, 1.0000000,-1.0000000
