Wert,Fehler
49.51551721520157,10
51.46283507912584,10
50.82550177831563,10
58.22358280732108,10
54.84497746400233,10
50.52140913466875,10
46.933386096428585,10
65.02254073290293,10
41.43631792147862,10
59.364551118776255,10
50.608320788270895,10
43.9416117502995,10
55.627846062637076,10
47.44933423914293,10
49.486806574740484,10
43.58333027996504,10
48.84998307661203,10
61.38787672286518,10
59.57678642991753,10
51.74984507146634,10
29.28944226075246,10
46.15543104424077,10
44.95504837574839,10
29.903644995197137,10
45.46661708176742,10
51.42073916081605,10
32.0541676953985,10
69.26965514090273,10
59.14602929301622,10
61.74559058197384,10
30.388593838166212,10
43.311283305811024,10
53.33935162181106,10
23.184905663180043,10
39.63300755142973,10
50.60337467648652,10
58.284011850342566,10
51.69299154988389,10
73.26722529729203,10
35.029132258708096,10
61.85960988729964,10
51.321245169762925,10
47.86739951657624,10
51.901912112682076,10
59.132800090668084,10
54.03285829611183,10
36.66818173570863,10
69.19437770678242,10
60.94177402751711,10
51.51024638305715,10
36.196327121485204,10
50.00968222413304,10
32.26549459633463,10
62.675698382289895,10
56.288069511360135,10
47.943796730173474,10
44.73312377458739,10
55.4420941350259,10
37.055348031169686,10
61.7553861230099,10
47.16761987488678,10
52.12729364450254,10
70.14492675047417,10
65.01678569780091,10
45.03005078708982,10
58.74740975332797,10
77.93085469542481,10
51.89162417718587,10
49.85619406137606,10
54.47205535153258,10
37.35734092355196,10
36.16176024025951,10
42.10007157061811,10
46.70266254903367,10
44.300847549443134,10
40.85493573557166,10
49.58978145214075,10
44.24893263338089,10
61.7656185677496,10
38.21631248014886,10
31.90572121120257,10
42.26263583211888,10
76.81613050425153,10
60.84076950411736,10
40.50497644120594,10
58.47682992953366,10
38.1184414749448,10
54.07160813133581,10
58.14023121557499,10
49.452993784026894,10
65.38393237682439,10
51.37835711635652,10
79.67558620791166,10
54.31122740594742,10
42.52772301112011,10
38.477522077545615,10
51.29706196246717,10
61.39494148033465,10
53.75699742538394,10
41.66677221533581,10
68.05170581616582,10
57.43762530847665,10
56.172716197451116,10
29.17479435460439,10
52.6861331402139,10
35.31861492672567,10
52.61149354747579,10
44.339174127038454,10
50.770292572338626,10
31.819744691671396,10
42.48181362984653,10
36.57546062334159,10
50.14194496546653,10
52.84746406851519,10
60.48533799743795,10
36.10167261233933,10
47.51301014805439,10
63.236677737462216,10
56.89285091715249,10
65.68529809430959,10
53.30833477012199,10
47.906441757532484,10
57.419441733159736,10
31.788011379267672,10
56.86910626909736,10
60.5276381457399,10
45.43732451222788,10
57.87228292215027,10
58.6460892771228,10
55.732647382997605,10
48.93286996193507,10
29.57733527067552,10
45.57481022973833,10
48.716835425242174,10
56.93686943250242,10
58.883369756042846,10
43.284835846505274,10
43.36914319135378,10
50.20808858445117,10
30.78730539246086,10
67.25294337051639,10
48.82719843683234,10
53.28776412383033,10
56.53752609647867,10
35.32116065285288,10
34.58007437373941,10
46.70674476696807,10
47.68449763360634,10
54.58436980658343,10
53.150842286378634,10
53.16455172032778,10
48.793705963516615,10
44.92496181098703,10
29.627346906611077,10
37.999578498293516,10
45.647139602992084,10
45.48309866249707,10
45.46727752644797,10
49.8164112599337,10
42.038097347589634,10
41.42905634598402,10
59.31941280029684,10
42.90622377793359,10
55.657460568374276,10
49.15252156859958,10
58.63995030529826,10
60.413472369900674,10
43.48342365139192,10
66.58591542878189,10
49.7628077100895,10
48.83659853097153,10
53.124867659246426,10
50.18350249935275,10
69.5804875510337,10
53.60412429491119,10
49.250518326044016,10
54.26656042762265,10
46.00287844113663,10
56.59482433951578,10
56.98698464342297,10
44.94615037482706,10
50.14819376915417,10
53.43759757678455,10
49.85132932687926,10
38.47645547132565,10
71.31782182803403,10
40.99710670020357,10
65.02713462393821,10
52.21475325415818,10
36.39260404568769,10
49.51291527594942,10
42.0749200153851,10
55.6436830847544,10
52.1362877002862,10
35.32277444263601,10
28.57049371395228,10
60.36359388864335,10
45.97374095064937,10
53.48487897886391,10
48.7129284668137,10
34.052181509026795,10
23.748317011290034,10
47.10808958473143,10
64.78218704775549,10
62.832906513133395,10
47.83813339421232,10
42.29048810303547,10
53.48770055543018,10
47.14395366674609,10
39.72500453446041,10
46.96277334324752,10
68.2408815782433,10
49.631852174951156,10
58.89940334683702,10
67.90989753354134,10
40.31260120937855,10
56.63153304462803,10
31.057429725016387,10
51.3534167693265,10
57.44784409583694,10
56.949639126274654,10
45.82708733323253,10
63.345284731165876,10
59.721587673657325,10
44.29777654217307,10
37.05794660023816,10
66.61490364744937,10
54.87498845775465,10
54.29982457339408,10
51.364099929664526,10
37.652894687242835,10
36.59079990624409,10
58.34107681101813,10
61.50329952548543,10
68.91022570854248,10
55.259778422617956,10
44.10424299226304,10
43.934335730191506,10
62.983445010187566,10
57.9878840341648,10
64.31954872898238,10
46.67926544333536,10
62.4088533087829,10
46.52396477265806,10
57.690976827549186,10
42.939915167882404,10
38.79839102194097,10
48.72940248576474,10
36.92660261700539,10
46.35219455952553,10
53.331880277863945,10
47.05469158162737,10
46.232640349451664,10
58.912083789214975,10
40.71541443683036,10
45.18599626736122,10
61.349509979101796,10
32.833658297065796,10
55.07255513566182,10
40.18219767415603,10
64.16564281310846,10
48.11136498719879,10
63.17785835050889,10
61.56295861865384,10
28.142242978447047,10
42.93215558811321,10
42.16276199379597,10
53.565696530702674,10
55.58337967253281,10
65.1007606306118,10
69.93616890033232,10
61.58664318132001,10
58.76910951215342,10
45.61636109552647,10
48.69723153140511,10
45.26593127883437,10
53.24231441977959,10
54.11983191998351,10
60.408165000345036,10
49.75132082774874,10
46.314350089721145,10
47.78573469276723,10
60.80951615568756,10
43.71828924046103,10
47.726191438462386,10
63.99154098129969,10
52.92044926601851,10
48.69596047342962,10
66.79465574533813,10
52.8569913979757,10
60.583878789736204,10
54.659772497611904,10
51.52907950210806,10
47.84927718587798,10
37.55293200460566,10
58.58788168093815,10
33.055182363117396,10
49.749749692449065,10
40.9003818084159,10
49.7899220040129,10
68.0067129929336,10
35.76497316128592,10
50.59935907432335,10
53.535623786289555,10
45.42204932050654,10
42.95321486641545,10
39.59806253143472,10
48.26961218917915,10
49.976016495387164,10
57.788218515549595,10
54.26224890520526,10
37.87533877495044,10
45.75636645802664,10
51.792968048932536,10
66.62890582405753,10
38.37826242364632,10
39.65018663147017,10
49.98612807051399,10
43.25204096908641,10
48.141697603048435,10
39.839890231231635,10
59.48691741029508,10
50.194623266921,10
51.3527511006951,10
49.70997462433035,10
62.685792603640905,10
67.39691865914416,10
52.65283138140649,10
52.0510151577078,10
76.32457046323145,10
43.227857545982744,10
59.610240718914504,10
54.370586212028705,10
47.5545553865906,10
45.956417418285504,10
56.52627958363136,10
42.79588012072697,10
77.16939447797824,10
55.39861399285113,10
40.096865774170965,10
32.601753856942295,10
49.63399290006118,10
42.752426376714766,10
60.89024893659925,10
50.75381603401503,10
58.498451964976894,10
39.41966382055633,10
50.5500025747367,10
68.99698473186493,10
59.452661050480856,10
63.49374282524713,10
38.368470185902694,10
38.830973920073475,10
50.748354265372164,10
37.87152626932582,10
57.52359532994236,10
51.07399625933521,10
44.41079077216182,10
48.10884722628231,10
40.21395489673152,10
37.30825232559463,10
51.730353283501564,10
47.31597231085484,10
45.58421401003616,10
56.563082446024296,10
54.0286435010214,10
51.3411834103863,10
28.133957697643943,10
61.01167708730499,10
44.859171644659135,10
48.04386695304874,10
55.03508236701167,10
49.527372170414964,10
63.25127949624006,10
50.26634420636021,10
66.63536636674321,10
52.17311955546628,10
73.51980813722571,10
59.73984991778775,10
55.93904386690591,10
51.01042268564668,10
32.57196927835593,10
45.742095332396175,10
51.9932916303334,10
52.4100340939102,10
61.243319669475696,10
46.66115984453518,10
70.35224632262907,10
58.51760967386064,10
33.90429119052165,10
37.04308056020693,10
36.68106399066059,10
62.82023971267347,10
45.181943084739416,10
55.05753802729458,10
58.24092400113082,10
45.66481432509786,10
60.97884790265692,10
40.10274800082196,10
56.332423185893134,10
38.01462128138489,10
48.94360758651567,10
43.376526016631864,10
43.40779353789833,10
45.99155897437434,10
48.49491091835421,10
50.02356830209232,10
39.32153729327849,10
56.87905505678862,10
47.11191922363873,10
63.98117954903664,10
46.15731763709659,10
28.46379265408657,10
45.74470068003504,10
59.03111099106111,10
53.19051387866771,10
54.10248860802802,10
69.30621318138101,10
37.549511196463726,10
60.38798374055163,10
42.62215333694433,10
50.86502390891128,10
49.36585660604708,10
54.33152773892524,10
41.60845989202231,10
42.28806411535697,10
38.45354052274011,10
35.53734761927942,10
53.25055081429609,10
49.25019809154751,10
55.81739101508184,10
52.88924566275941,10
39.731818631787874,10
60.295457729029074,10
41.17272245971033,10
59.86794362126156,10
43.288080262902895,10
36.48116982060158,10
37.11338811102954,10
47.92811961729211,10
42.58647832928319,10
42.19175965885193,10
51.23039018333771,10
48.69736268557073,10
48.508281906735455,10
54.00795598698908,10
59.669238095740695,10
55.07824019613647,10
55.26091404937753,10
45.434304449879704,10
56.06690656277023,10
58.022536498315546,10
39.76019934232003,10
45.46146432279611,10
53.710733949554935,10
45.8214438988921,10
47.20709462114082,10
46.74589623188207,10
46.05351389481257,10
58.44141661437695,10
43.575318127372505,10
52.654375791877875,10
63.34227437574644,10
50.221894357145544,10
45.69426614449777,10
47.894499130423426,10
48.693417720196784,10
64.72762613964044,10
36.197680741763314,10
46.500477810155274,10
52.75133620953674,10
23.703960103004547,10
48.71629207784697,10
73.91894379135319,10
52.98774162358017,10
36.71666164339521,10
70.16995850696095,10
54.33663031236735,10
53.468106346931584,10
57.4710165037572,10
67.27233122629264,10
45.689917283119186,10
53.2184861221524,10
42.019924864787846,10
53.25718024863841,10
51.96561821811904,10
36.163575354211275,10
52.213724527067896,10
58.174814266420654,10
40.35220834853507,10
39.9513692588956,10
43.03396442422871,10
40.5110412688316,10
43.156433303544105,10
55.19782860612398,10
58.650386325329876,10
43.3250466246238,10
51.434250958282306,10
45.92734206397476,10
49.31203421317016,10
50.97463345646372,10
48.76184023667724,10
46.16078620472268,10
37.30955649815022,10
54.326198516619186,10
68.6465979205417,10
39.130333737697676,10
62.16306986155614,10
45.23244226525108,10
42.318865640534696,10
53.94605867627826,10
49.438598372778685,10
51.16050627049503,10
54.529441707899515,10
49.17569180879279,10
53.61964558283274,10
52.50171858646309,10
56.971567237589596,10
54.789468140249525,10
56.684511291480916,10
52.270859741630154,10
40.254953715550094,10
39.60209095008542,10
42.504018673537395,10
56.25089074094714,10
31.814284210158103,10
29.60449997897539,10
52.67193114907946,10
56.7154930733503,10
25.907595751923033,10
41.58663980937399,10
39.67265517394557,10
65.56539272691624,10
36.506290169234816,10
42.89580294450147,10
43.957571229528575,10
38.97119125127171,10
49.8042454207423,10
67.21589234270613,10
44.03719287380471,10
44.93762337345964,10
54.87276537847977,10
39.0846581079343,10
58.29360982547518,10
40.61964098622507,10
41.05536965817317,10
52.15100360658731,10
51.57936290666931,10
41.00827121055163,10
43.8064651203705,10
58.93893094370508,10
51.44643877593383,10
43.553983995611446,10
43.472452990574936,10
47.638470072173575,10
62.871117759332975,10
35.6484211647868,10
50.457107563083056,10
55.67016465532255,10
58.65404673512493,10
49.35597097318877,10
49.10193620956418,10
35.32192206033592,10
37.05117125764198,10
49.583739729538486,10
34.99473823147174,10
57.03757180680533,10
48.492711955543925,10
45.3832724987664,10
62.68677820950522,10
44.58093770487078,10
35.42007657435192,10
58.85056026499552,10
61.67244842460472,10
48.93316326150106,10
67.0777099550374,10
56.470744701393286,10
64.82911109064878,10
52.73783283448236,10
50.84525969869614,10
36.34825842486622,10
66.01164762535318,10
42.32617725046029,10
51.26606497970806,10
47.46305568283212,10
31.861899501763286,10
44.37008694179069,10
44.35387206933524,10
55.15862371387326,10
57.83623233634961,10
56.36469671167668,10
66.94947702080748,10
53.00684330149609,10
27.598988263670773,10
41.23034670797591,10
41.77261918189212,10
58.568802905312324,10
59.73265859790284,10
41.2127059106558,10
44.97200025300281,10
43.860437530595014,10
34.59746719308635,10
49.751545794646795,10
64.82498992272528,10
59.96832232844774,10
30.72952060873455,10
54.73647380015204,10
26.79363400860005,10
52.69758260323814,10
45.88030955183281,10
42.91827220564739,10
53.652860316845626,10
48.985132086333294,10
46.854290205794605,10
40.04423156086973,10
68.94410217154615,10
35.600460708539984,10
40.47253637395981,10
51.14784047392579,10
62.65572719042821,10
31.815368528582628,10
40.69272395240305,10
37.922471155200235,10
53.451243516224814,10
41.468452197153745,10
63.60570905920366,10
43.06087483727564,10
59.64808722098785,10
58.626104124845995,10
48.624249723436925,10
46.045022045667444,10
52.518439532615304,10
43.09319004048823,10
51.17148481237297,10
50.839008231954004,10
50.42823626362825,10
56.51300209338185,10
60.55714070402551,10
37.14870905892587,10
37.965892270118815,10
62.22456136557558,10
60.76653712432693,10
61.67171311899695,10
44.419029987491584,10
55.01919147681631,10
53.37519595255627,10
60.64210770660695,10
52.08920728671328,10
46.659722551595095,10
67.31717874376841,10
40.355463829941115,10
30.893661312487588,10
40.90372965166083,10
57.34213306453805,10
52.43314994323235,10
46.16893332060609,10
44.64876053115229,10
30.46259553420138,10
41.05318998349938,10
54.56960857510079,10
39.10045494397663,10
69.81405760775378,10
34.08169347411301,10
47.58489765572151,10
50.69775815116641,10
47.90849261288467,10
49.593997147557765,10
52.813171297195524,10
68.41421219708141,10
57.93123383044031,10
64.04875390974574,10
49.8552185445224,10
38.91549024779547,10
69.26724175937291,10
26.185136973967786,10
44.96171135788254,10
57.769438088016386,10
40.89902386453647,10
58.803658994392016,10
45.50045324798566,10
29.072650197215456,10
46.39659995082968,10
56.485768941750614,10
47.224964574277806,10
36.33424569801638,10
75.97284353531617,10
51.974008100403054,10
33.23208699372704,10
46.18341689625178,10
45.059951946001696,10
39.25532596856967,10
52.83867756480933,10
57.70908709579543,10
45.95735918160411,10
64.41326918324434,10
43.527490216650406,10
57.170051931561595,10
34.43681214074508,10
43.89098195571456,10
36.865023053651264,10
55.65981910493359,10
50.342180888972834,10
52.26992097401407,10
49.9776993981993,10
58.856917916383644,10
54.10975725239105,10
46.11482427219201,10
39.38648643200773,10
47.87850815499205,10
30.700504467460902,10
44.48891695592117,10
47.863640829239074,10
38.451601842043274,10
48.983756707622966,10
41.69522158745495,10
27.310531891861388,10
58.55342262950381,10
42.10730570746094,10
42.634517400149576,10
50.020204268200004,10
39.924110024622344,10
43.572996225629964,10
60.088601861372354,10
51.36078973491145,10
66.07988089578781,10
44.56981433690433,10
47.92730177573058,10
45.39204408999194,10
61.45428937537795,10
43.29431611418572,10
44.88583419338596,10
40.46253347083281,10
61.60885498243012,10
59.82279606080391,10
42.42649560367552,10
53.8221925945585,10
59.77941610120867,10
23.65135463356507,10
69.78912616076425,10
57.92318054162975,10
47.22507729962897,10
66.76815480965757,10
70.39064593085104,10
53.39981808426224,10
49.61945392907266,10
55.838347123514154,10
46.42360250928215,10
71.36921038277345,10
49.91346734781651,10
53.864650749302605,10
59.71385912342015,10
54.18186722499614,10
45.33460169709795,10
53.612409748854624,10
58.466708740866366,10
36.969110143933136,10
39.49263114130579,10
43.21392501824607,10
50.705091718796204,10
56.86577497257855,10
50.518384242337234,10
49.70820964194612,10
50.06092718910827,10
46.85013468193815,10
50.16640210782466,10
48.54140660305545,10
55.64648683072007,10
49.37187655395424,10
45.42072790394563,10
34.24218459850089,10
46.2260856617426,10
44.99849376967539,10
63.86781583114475,10
47.031320751115,10
27.31020469304996,10
43.09634431352576,10
40.79079582710378,10
49.87996714904071,10
39.24967112979856,10
54.040553459732486,10
51.085937286848335,10
59.777798097513205,10
56.61013085511654,10
49.12933336690332,10
47.25797540657498,10
49.62657209814925,10
59.286424823169,10
62.07034639959653,10
49.13653323594427,10
58.16098503599302,10
47.40437038276113,10
44.125942538526786,10
41.318877339241624,10
47.05069756215004,10
46.22731811389442,10
33.452148930959204,10
52.78678905722517,10
40.31390686792408,10
40.199469770554906,10
54.029024278009935,10
62.174949370479304,10
43.31402818981135,10
38.849116929369295,10
46.13109031947048,10
48.60487299295856,10
45.469638566983015,10
42.78661674922986,10
59.6584295268824,10
28.82389465421246,10
41.85418132413841,10
29.823723136847207,10
45.0417325088906,10
55.808015444672996,10
61.20854889815128,10
66.64935707438681,10
52.52217833012538,10
38.92944097260157,10
61.18228390832819,10
50.35161373306013,10
38.49896776157523,10
45.742517789795855,10
46.34742059689063,10
41.4137053392395,10
55.03075953520096,10
44.503015937661345,10
50.27493902901026,10
47.01780263835482,10
55.08571490521886,10
51.43386204297217,10
48.07611547487988,10
33.46702731932403,10
49.937009967681405,10
58.81289142380188,10
48.52415539068761,10
39.20764149918417,10
62.88167822401162,10
53.91236587768529,10
51.59338229993208,10
25.51269690902425,10
42.41482996782662,10
34.76190176959037,10
58.0333801488009,10
55.864428439832174,10
46.04172471626307,10
38.60903300437571,10
63.61304252776231,10
48.149403290580125,10
56.26156037584435,10
41.80870797373022,10
48.71985641256447,10
56.210778793761364,10
41.23562336855217,10
44.32773186518513,10
50.15033567047368,10
33.893531178114046,10
52.64554156314317,10
49.340329999208535,10
